element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential,template_model,scenario
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",B2-B5: Replacement,38808.90608,-308.7472123,0,0,151.882748,6.95059145,2217.429254,0.000485771,STR1_ENCO2_ENCT2_ENCR1,default
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,B2-B5: Replacement,111945.241,-0.4410468,0,0,714.2580316,16.81853335,6889.697086,1.88E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,B2-B5: Replacement,11094.43897,-28.19248,0,0,19.58909049,1.18586668,483.2479972,5.54E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_19,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,B2-B5: Replacement,167534.2184,1008.6466,0,0,1230.351652,54.47094476,17648.5975,0.000141368,STR1_ENCO2_ENCT2_ENCR1,default
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,B2-B5: Replacement,122945.1926,-1524.29004,0,0,341.7647726,34.66080811,4785.554152,5.90E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,B2-B5: Replacement,103071.6933,-3728.9463,0,0,396.7262585,35.71662105,4712.538644,0.004719356,STR1_ENCO2_ENCT2_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,614.3022786,0,0,0,3.136862699,0.182983657,100.6410116,3.71E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,823.681716,0,0,0,4.206034294,0.245352001,134.9436003,4.98E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,1123.990402,0,0,0,5.739525457,0.334805652,184.1431084,6.79E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,1507.11651,0,0,0,7.695914091,0.448928322,246.9105771,9.11E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,1945.368003,0,0,0,9.933794059,0.57947132,318.7092261,1.18E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A4: Transportation,234.7880835,0,0,0,1.198917873,0.069936876,38.46528177,1.42E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A4: Transportation,9265.399881,0,0,0,47.31268024,2.759906347,1517.948491,5.60E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A4: Transportation,8623.914314,0,0,0,44.03700926,2.56882554,1412.854047,5.21E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A4: Transportation,1118.128532,0,0,0,5.709592505,0.333059563,183.1827595,6.76E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A4: Transportation,14196.17035,0,0,0,72.49108264,4.228646487,2325.755568,8.58E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A4: Transportation,5856.596727,0,0,0,29.90602584,1.744518174,959.4849958,3.54E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A4: Transportation,2912.780573,0,0,0,14.87377314,0.867636766,477.2002216,1.76E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A4: Transportation,3173.653061,0,0,0,16.20588797,0.945343465,519.9389058,1.92E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,4255.460663,0,0,0,21.7300119,1.267584027,697.171215,2.57E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",A4: Transportation,281.1700574,0,0,0,1.435761995,0.083752783,46.06403067,1.70E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A4: Transportation,74.15146382,0,0,0,0.378645773,0.02208767,12.14821854,4.48E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A4: Transportation,976.3819914,0,0,0,4.985780382,0.290837189,159.9604539,5.90E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,A4: Transportation,1642.418231,0,0,0,8.386816499,0.489230962,269.0770294,9.92E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A4: Transportation,797.3510307,0,0,0,4.071579731,0.237508818,130.6298497,4.82E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_19,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,A4: Transportation,11576.9619,0,0,0,59.11640121,3.448456737,1896.651205,7.00E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A4: Transportation,281.768513,0,0,0,1.438817939,0.083931046,46.16207553,1.70E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A4: Transportation,368.929125,0,0,0,1.883893404,0.109893782,60.44158005,2.23E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,1823.215172,-22.95154796,0,0,4.631867978,0.318273929,102.4881528,1.86E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,753.6598175,-3.865698,0,0,3.196379019,0.100247219,40.62463291,-3.11E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,3335.941319,-41.9945042,0,0,8.474940321,0.582346597,187.5228272,3.40E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,1378.995225,-7.07319,0,0,5.848515873,0.18342551,74.33217681,-5.70E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5773.744591,-72.68279573,0,0,14.66816594,1.007907571,324.5587394,5.89E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,290.1790374,-1.08213651,0,0,0.888763918,0.03290891,12.18173647,-1.28E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,46986.963,-499.7649617,0,0,185.8207135,7.773519477,2659.7944,2.81E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A5: Construction,35164.51521,-663.98034,0,0,186.4163196,8.088279357,2802.629712,0.000775005,STR1_ENCO3_ENCT1_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,1381.916221,-5.15344599,0,0,4.232549968,0.156721718,58.01294052,-6.07E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,11257.69482,-11.0715705,0,0,60.38752719,1.422076443,389.3288189,6.22E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,4644.335552,-4.5675504,0,0,24.91273248,0.586674296,160.6166896,2.56E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,2309.862024,-2.2716729,0,0,12.39035682,0.291782681,79.88277067,1.28E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,11251.19286,-152.1269474,0,0,28.31378788,1.972086019,621.9230016,9.61E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,3893.700254,-19.971702,0,0,16.51373937,0.517916192,209.8826816,-1.61E-05,STR1_ENCO3_ENCT1_ENCR1,default
Element_14,22,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Exterior finish,"Brick, generic",360492,"Kaleidoscope Calculator, Payette",Brick,A5: Construction,6040.400511,-5.40738,0,0,13.11050122,0.699184714,260.1458036,2.84E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_15,23,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Support,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",Galvanized steel shelf angle with knife plate,A5: Construction,3221.42659,-60.82734,0,0,17.07762741,0.740968503,256.7493344,7.10E-05,STR1_ENCO3_ENCT1_ENCR1,default
Element_16,24,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Insulation,"Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette","4"" Mineral wool insulation",A5: Construction,1487.867604,-76.04896,0,0,10.76343812,0.271113207,61.54772199,3.67E-05,STR1_ENCO3_ENCT1_ENCR1,default
Element_17,25,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A5: Construction,568.3063297,2.15008,0,0,2.644509111,0.145164386,38.76380562,1.15E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_18,26,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A5: Construction,2468.479687,-94.41432,0,0,10.33050219,0.935294497,143.404548,8.88E-05,STR1_ENCO3_ENCT1_ENCR1,default
Element_19,27,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1130.356488,-8.99263725,0,0,4.423769359,0.202444411,64.58531809,1.41E-05,STR1_ENCO3_ENCT1_ENCR1,default
Element_20,28,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,131.8554664,2.545,0,0,0.511387277,0.026910537,10.22564885,4.49E-08,STR1_ENCO3_ENCT1_ENCR1,default
Element_21,29,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1447.100735,-3.67728,0,0,2.55509876,0.154678263,63.03234746,7.23E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_22,30,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Exterior finish,Mortar type N,57846,"Kaleidoscope Calculator, Payette",Type N mortar,A5: Construction,1257.454692,1.55E-14,0,0,3.49129918,0.397320296,81.67409605,1.36E-06,STR1_ENCO3_ENCT1_ENCR1,default
Element_23,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A5: Construction,564.8171629,-0.282744,0,0,4.23840371,0.18584648,59.72090803,4.56E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_24,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,5345.443157,-66.27348,0,0,14.85933794,1.506991657,208.0675718,2.57E-07,STR1_ENCO3_ENCT1_ENCR1,default
Element_25,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,4481.377969,-162.1281,0,0,17.24896776,1.552896567,204.8929845,0.000205189,STR1_ENCO3_ENCT1_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,6818.6794,0,0,0,15.481617,0.78507872,307.94036,6.16E-10,STR1_ENCO3_ENCT1_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,169.2822,-2.5266,0,0,0.770613,0.03903597,15.28593,3.07E-11,STR1_ENCO3_ENCT1_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,12476.1546,0,0,0,28.326753,1.43646048,563.43924,1.13E-09,STR1_ENCO3_ENCT1_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,309.741,-4.623,0,0,1.410015,0.07142535,27.96915,5.62E-11,STR1_ENCO3_ENCT1_ENCR1,default
